res_id,user_id,rating,rating_text
18871246,43197913,5,I really liked d overall experience. Hope to visit to rock again. The service also made an effect on the food and I loved it so I guess the ...
18871246,43197154,3,I visiting this place on a Saturday evening with my friends. I had made reservations thankfully as it was totally packed! It is on the rooft...
18871246,43183313,4,We tried only the drinks n mocktails here as we went post lunch! The beers are quite good they have a well balanced taste to them as I tried...
18871246,43177621,5,Beautifull place. Brigade road Bangalore shakes bierre one of the best place And service. Quality also best Food was. Very good tested enjoy...
18871246,43176351,5,"What a place! Wonderful location, ambience, food and drinks. Also got amazing discounts here on Zomato gold and availed their happy hour dis..."
18627369,43196409,4,Sunday afternoon visited this place. Located in Truffles lane in Koramangala.  Food drinks friends and brewed beer is all you need and we ha...
18627369,43186382,5,Lovely ambience. Amazing food. Irani Paneer Tikka is one the best I ever had. A must try here. Amazing and quick service. I must say the sta...
18627369,43185531,5,Visited here for Sunday evening dinner. This is their second branch in kormangala and it gives you same pleasure as the first one. Food is o...
18627369,43176212,5,"Amazing place. Specially some of the person concerned like Tapan, his hospitality was amazing. The way he handles everything is actually ama..."
18627369,43175640,5,I was escorted by mr Sanjeev it was awsome experience he was well behaved and kind in his job really enjoyed his service and the restaurant ...
57833,43199021,5,Mr. Sumant is so very polite and he served us to the extreme in split wood. We just loved it and he is so happy that we are happy. He deserv...
57833,43196168,5,Awesome service. Amazing food. Santhanu who was the server did the best he could to make our time delightful. We thoroughly enjoyed every bi...
57833,43193890,4,Big pitcher is one of the few places in Bangalore which has a combination of lounge and a club. I had been here for their Asian festival buf...
57833,43175191,5,"Unlike other micro breweries in town, Big pitcher is a stand alone building with 4 floors serving different cuisines in different floor.  R..."
57833,43175059,4,"Looking for some finest brewed beer and some authentic food? Well, Big Pitcher is the place to try!  Big Pitcher is a restobar which is loca..."
18874059,43189182,4,First of all the place is wow! Ambience is beautiful. Their menu and food is great. Went here with a bunch of friends. We all had a great ti...
18874059,43179818,5,Great place. There is always a lot of crowd here. So recommend booking a table before going there. The food is quite nice. Service is also q...
18874059,43168489,4,Very good and unique ambience (especially night lightning though!) with different menu items and drinks Having an brewery extractor for the ...
18874059,43156001,4,"Apparently located in the same place as where the Water Pump for the city was first housed, with its high ceilings, plush decor and trending..."
18874059,43138279,5,"One of the best in  Bangalore, ever seen and heard earlier,  infused in awesome interiors with excellent ambiance,  surrounded with  int..."
54162,43172852,5,the food was very tasty and qualiry also very good.. the food was serves to me by himashu who was very polite and very good service provided...
54162,43172340,5,Nicely good times in come in Black pearl.. good sarvice by Sharma ji and hamanshu Roy....good food..... Pani puri.nice. Rabbit was also good...
54162,43172046,5,it is a very good place... koramangala the black pearl... good food good mugic good sarvice by dipesh hamesshu...... ckn culpi was very nice...
54162,43167122,5,It's awesome place enjoyed my lunch. I had an awesome experience. The food was really tasty and nice service by harikrishna. Will definitely...
54162,43167066,5,Harekrishna thanks for giving lovely moments to enjoy in the restaurants..it is really good place and foods are very tasty...thank you the b...
18625420,43195549,5,The best vegetarian food that completely satisfied my taste buds.We were a huge bunch on a school reunion last weekend and two of us were ve...
18625420,43190462,1,Had a very disappointing experience at Burma Burma. The manager attending to us was very indifferent and was in some rush to finish the task...
18625420,43182619,1,Went here on a Tuesday evening. I was carrying my toddler and holding a bag in the other hand; the man at the door kept looking at us but ne...
18625420,43150994,5,"During my visit to Burma Burma(Veg Only Restaurant) with a couple of my friends, we quickly appreciated Burmese food and cuisine for the bea..."
18625420,43142741,4,"Burmese cuisine is a rarity, there are few restaurants that cater to this cuisine. The food here is all vegetarian, mildly spiced and the se..."
18945224,43196157,5,Very Good service .good ambience.food was good.altogether a perfect place to be referred for a good outing . Loved it with the gang Thanks l...
18945224,43194516,5,The best place nice scenery Thanks to roshan and littan who made our experience better Tnx a lot to the staff Fudhfidufufjgkfjdhdudududuyuud...
18945224,43193835,3,"The food is costly, drinks are on the cheaper side. If you are going for a drink this place is perfect. The place is beautiful. It was raini..."
18945224,43183232,5,This place is located in RR Nagar. Amazing ambience. Table booking is preferred if you are going on weekends. Starters were good. Tried tand...
18945224,43174525,4,Very fancy ambience. Probably one of the most picturesque restaurants I've been to. While we were driving up to the place we had no idea whe...
18576435,43155094,5,"The place to be! Bakasura visits shift on a weekday evening and the crowd felt so live! Not just weekends, this place fills up totally even ..."
18576435,43145385,5,"This is one go destination for delicious food, nice ambiance, fantastic place to hangout with friends. This is highly recommend place for ev..."
18576435,43137949,5,"The starters, they have here are plentiful and delicious! The food is great, especially the chicken wings and the desi good ol' pakoras! Com..."
18576435,43131887,4,Shift is a hip and happening place with great service. The staff is friendly and really makes it a memorable experience. The continental foo...
18576435,43125275,4,My 1st review for shift I am so happy the place and the star make as happy even when I go single I nvr fill I am single the star make as fri...
18617852,43192842,5,Food was really good ..and ambience is also very nice..I am very impressed onesta service .the person name mr. Tej they give us wonder full ...
18617852,43187480,5,Amazing food and the service(Sharad Kumar was my server) is even better. Had an amazing time here! The pizzas are varied and all of them wil...
18617852,43185140,5,"Awesome place. Humble and polite behaviour of staff. Food is really amazing. Must try the deserts in a jar, they are really really great. Th..."
18617852,43185115,5,It is amazing. The starters are simply awesome. And the pizzas are great. Must visit place. Great ambience and food. The server was Sharadku...
18617852,43172194,3,"One stop to have good food with affordable price. The place looked very cool and their service was amazing.  Dishes tasted good, not top-not..."
18580202,43197934,5,Amazing food and drinks!!! Music is fantastic ! The crowd is really good and the ambiance is to look forward for. Ravisha was really good at...
18580202,43192861,3,Chicken lovers should visit this kitchen for sure. The place serves chicken in variety of recipes and gives an amazing taste to it. They als...
18580202,43190396,4,"Spread across two floors, the ambience is good but felt hot as there was no fan/cooler on rooftop. Food was good,ordered two chicken starter..."
18580202,43173598,5,Must go for the vibes and the drinks! I ordered a Jägerbomb and Hello Yellow and they were lip-smacking. To complement our drinks I also or...
18580202,43172680,5,"Been here twice with office colleagues, and both times we had a great time . Excellent food , great Service with a smile , very good seating..."
18578798,43199093,5,This place is very nice with great ambience and food. Staff is really polite especially Mr Johnny and Ms Mary. Really had a great time. Than...
18578798,43199007,5,"Great food, good ambience and vibrant feel. Amazing day place to hang out with peers. The ambience adds to the entire look of the place. Mr...."
18578798,43199005,5,This place is really nice with great ambience and service. Staff is really polite and nice especially Mr Johnny. Food is very tasty. Mud cak...
18578798,43198970,5,This place is really amazing. Awesome food. Mr Johnny was serving us. He is very polite and always smiling. The ambience is nice. Staff is v...
18578798,43198762,5,Great experience... I just love this place... ambience is so good here... The food is really amazing and has a great taste... Service by Mr....
18801352,43174433,5,This is an amazing place for having food. Love the Murgh Champein and Raan e sikandari. These are must tries. Also the hospitality of entire...
18801352,43173103,5,Good ambience and great food. Quantity is more than enough. Among three we had two starters and main course and still had leftover. Nihar an...
18801352,43166531,5,Its a place where we can have the best tastes of the North indian dishes with the best sweet lasi i had ever had in my life....😊I will re...
18801352,43161548,5,"Loved this place. Too tired to go through parking hassle and too hungry to order in, we went to the Forum Shantiniketan mall. My husband lov..."
18801352,43151208,5,"The service provided by their staff members, especially sourav, was just warm to the soul. Each and every dish was made with precision and e..."
18853706,43192929,5,"Amazing ambience, courteous staff and good food! Tasty enough to make you devour! Pizzas!!!! It was lovely. Nachos too! We almost stuffed ou..."
18853706,43172984,5,"Mr.Yashwanth is very good n friendly person he suggested good food and good drinks the brewed beer was very awesome , and he suggested right..."
18853706,43163994,5,"Its a really great place.. The ambience was great, and they have quite a big place inside to accommodate about 500 people at a time.. We wen..."
18853706,43157265,1,The worst valet parking and management . management doesn’t care for your car and No Respect off customers . They don’t even deserve for...
18853706,43153029,3,The place s simply given hype. Despite having seats they ll make you to wait outside the pub. Food s not worthy. I had ordered chicken ghee ...
18254597,43197298,5,Really nice bear aned food quality was awesome. This bar is blessed to have people like pranay who are very well behaved and have grt test o...
18254597,43195128,5,"Great place to hang out with friends. Was crowded on weekday, which we didn't expect. Great ambience, food and beer. Good service by suresh...."
18254597,43181654,5,"Visited the place after office in the evening, was surprised to see a very crowd on a weekday. Wasn’t expecting it . Was overall a very go..."
18254597,43178905,5,"I went there with my office colleague of 15 people. Nice place , variety food for both veg and non veg. Only problem is the music was so irr..."
18254597,43176928,5,Wednesday night we are here brew and barbecue it was nice and huge place on town and pronoy he have good knowledge about food and drinks ove...
18353127,43196120,4,"Visited for lunch. The food was very good and so was the service, especially by Mr. Ranjan Nath. Also, you get to use Zomato gold!! Do visit..."
18353127,43195817,5,"Nice place with good food, tried the thali. Good proportions, soup here is really good and great service from Sultan. Would recommend visiti..."
18353127,43195014,5,"Good food , service and ambience . The paneer staters and gravy was fabulous. Dipun and Salman service was excellent. Worth visiting Delhi ."
18353127,43194761,5,Paneer Tikka and kadai aloo is very good.Kulchas melt.Rahman service was really good.Shahi tukda was tasty too .over all service very good w...
18353127,43189383,5,Service by mr nath Panner tikka too good for Delhi taste spicy lovers ambience is good lachha Paratha is also good veg paneer is also good d...
18765119,43196510,5,"Ambience and lighting is very good, staff is friendly and place is happening. Must try palak patta chaat, chicken loaded pizza. Virgin sex o..."
18765119,43176309,5,Everything was great. Food music and service. Lakshikant's service was great as well. Good place to hangout. Do visit people. Ambience is al...
18765119,43173501,5,Great place to have cocktails. Ordered Chicken Peri Peri and it was yummy. Service is fast and restaurant has beautiful ambience. Wonderful ...
18765119,43170443,5,Good experience...... Food was great.... Ambiance also good ...Service😅😅😅😅 specially Mr.Govind was very friendly. Good place for...
18765119,43170171,5,We visited the pub today and had a really great time. Thanks to our host Govind who was very keen on serving us food and drinks as we reques...
52599,43190524,5,after long time i visit empire Indira Nagar branch it was awesome place to dining totly change some iteam like fiery chicken wings and hot c...
52599,43190208,5,The food was really nice and taste the was also very fast and quick delivery nice ambaince good quality food people are so friendly We will ...
52599,43188941,5,Hi we visit empire restaurant for dinner the food was very nice and hot the service was alone superb nice ambanice we will visit again soon....
52599,43186086,3,Empire never disappoints me.its and absolute chicken lovers place.this time I tried peri peri chicken and their famous alfahm.Both were up t...
52599,43182851,5,Empire has been a place where we always visit even at 1 am. The food here is wholesome and amazing. The staff is very friendly and service i...
18480016,43197922,5,"Polite friendly, excellent steward Frankie. Tysm frankie.   Food was too good , yummy and we got a good offer as well. Music and ambience is..."
18480016,43170204,5,Service by Franky was too good Even the food was good The place is cool enough 👌 Music is lit💙  One of the Best place in Banglore to h...
18480016,43168842,5,Good ambient by Sonai really suggest good pizza and starter I like the the place and music I really like to visit more and more thank to mr ...
18480016,43168375,5,"Hammered is a restaurant one can visit with friends. Food is worth the price you pay, with quantity surpassing the expectations. Although th..."
18480016,43161978,5,"The food was brilliant, would recommend the pizzas, butter naan, and paneer butter masala. The ambience and atmosphere was nice. We were tre..."
18767303,43190140,5,Good customer service nice ambiance mouthwatering yummy food my favourite is afghani tandoori chicken and mutton fried rice and also well tr...
18767303,43187396,3,"Average place,food is okay not so good,good hospitality and ambience,budget food,normal taste,good variety of mocktail,tandoori chicken was ..."
18767303,43176045,5,The service is good I personally liked it. Food is good as expected. Cool Environment. Friendly Staff. Nice Ambiance. Ghee rice and butter c...
18767303,43175171,5,First time visiting this restaurant with my friends we had non-vegetarian tandoori combo food is very tasty and very yummy nice ambiance i r...
18767303,43175091,5,Its was nice experience food was delicious 😋 and service also 👌 excellent we ordered tandoori combo its was mouth watering nice ambien...
18762571,43196712,5,"Great experience. Awesome experience. Very friendly and professional staff. Great service by Azhar, Areef and Prem. Thank you guys. You made..."
18762571,43196630,5,"As usual, this place continues the tradition of great food, and service. We were served by Azahar, Prem & Arif. Throughout our presense, the..."
18762571,43196047,5,"The starters, live counters, chats and main course food was awesome. Lots of varieties in desserts as well. The service by Zuyad and other s..."
18762571,43195557,5,Awesome place. Great service. Riaz was a great host for us. Had a tummy full lunch. Must visit place. Especially pan ice cream. Best of the ...
18762571,43195514,5,"Experience was very good . Good food, recommend friends and family to come n enjoy. we had come with corporate package thoroughly enjoyed.Ri..."
18843699,43195495,4,Loved the ambiance! Food is really good especially the starters both vegetarian and non vegetarian starters. The dessert was also delicious....
18843699,43188182,5,This place has already won my heart ❤️   The best thing or the thing which I like about this place is the ambience and the crowd it has....
18843699,43181685,5,"Best Place to hangout ,Awesome food and Ambience . Service was very good ,Thanks to Vilika for awesome service and recommendation. Must visi..."
18843699,43181446,3,We went to Bier library on a Saturday around 7:50pm. Place was packed. Ambiance:Awesome Food : Good. Food Quantity: Average for the price Ta...
18843699,43180296,5,"Loved the food, loved the service, loved the ambience!! Villika waited our table and she was extremely friendly and served us perfectly. I o..."
18422898,43196126,2,Chose this place to celebrate my birthday with friends. Was welcomed with a lousy music and a lousy band later on. No peppy numbers were pla...
18422898,43176549,5,"Hoot is one the best brewery & Pub in Bangalore , on my visit , I was accompanied with my friends in Bangalore who had planned to visit this..."
18422898,43162020,5,"Amazing place to hangout with place. Thanks to Zomato gold on drinks here , this place is always crowded. Our experience for both food and d..."
18422898,43159940,5,Ambience was so great. We real enjoyed it. Staff was very friendly and a Sandeep the manager was very gracious. We enjoyed our time there. S...
18422898,43158671,1,"When it comes to customer service, pathetic is an understatement for them. The minute they come to know that you are a zomato gold member, t..."
18313531,43198985,4,"This is a place to hang out with friends, very friendly and comfortable. An aromatic food with superb presentation, cozy zone to sit with yo..."
18313531,43194227,4,The place is big and the open area is good. We sat there and watched match. Can't comment on the beer as we didn't have any. Food was good.....
18313531,43187767,5,"Such a beautiful place,ambience,food. Best pub as it is rooftop and you can get ample amount of fresh air,love the ambience,they have live m..."
18313531,43187730,4,Biergarten is a really good place to chill with family and friends. Service is really good and staff are friendly. Food is on the expensive ...
18313531,43179746,5,Visited on a Tuesday night and surprisingly the place was jam packed.  Good food Courteous staff and quick service Craft Beers were great. D...
18701989,43189268,4,Tasty food.. awesome Desi ambience.... Fast service. And delious flavour . It is a place where you can come with your family on occasions th...
18701989,43189067,4,Place and ambience looks great and taste also pretty nice .....only problem here is no soups are served which is very much necessary for peo...
18701989,43188557,5,Good ambience. Nice place for time pass food. Nice tasty food. Good for all sorts of groups. I like it. I love the dal fry. lassy is Asusual...
18701989,43188418,3,Visited this place with high expectations but turns out to be an average place atleast for vegetarian fare. Service was good and quick but t...
18701989,43188293,5,Good ambience and tasty food.Price is reasonable .Chicken tandoori and muttom item are really cool. Enjoyed with family on unusual weekday ....
18866963,43196475,5,Amazing food and excellent service!! Vinay and team Starters ....all staters are very good but I specifically like ...chicken wing chilli oy...
18866963,43195854,5,It was a great service. Thanks to Raju and team 👍 Loved all the starters and great service. Thanks again and I would recommend my friends...
18866963,43195811,5,Good assortment of food and nice service by Raju and team. Will recomment this to other to try a tleast once  Veg Thai curry was good and de...
18866963,43195807,5,The food and hospitality was amazing. Raju &Team were very warm and comforting. Will be back again Liked the Dum ki machli and prawns in hot...
18866963,43188511,5,I was on work trip and was looking for a place to have a peaceful meal towards the end of the tiring day. Came across this gem on zomato. Th...
18772094,43174430,5,"Awesome place for food, music and dance. Wonderful interior and a good place for celebration.   A good place for hangout and services are al..."
18772094,43174411,5,Wonderful place with a active staff and awesome ambience...Love this place... Love the service. I would suggest people to visit this place. ...
18772094,43174392,5,"It's really a awesome place to hangout with your friends,bi like it's ambience so much. Their staff is good and helpful. Food is really good..."
18772094,43174259,5,Awesome place to hangout. Awesome food and good music. Best one bollywood night.Love this place. Surely recommend this place to go with frie...
18772094,43174231,5,It's wonderful place for enjoyment...........come and visit you will have a good time......... Best place for parties.... Nice place to hang...
18727906,43183037,4,"Good place ,good food,good music ,good place to hangout with friends for dinner ,drinks ,dessert .Love the food both were delicious .Thin cr..."
18727906,43179390,4,"Good ambience, located in the heart of Koramangala....food is good...good place for corporate parties.The music is good,the service is ok......"
18727906,43134192,4,"The service was good . Ambience and music had good vibes. Brewed beers are nice. Double IPA 👍. Food was just fine , expected better. Veg ..."
18727906,43132422,5,"Great place to hangout, amazing ambience with good music and good food. The craft beers were quite refreshing and delicious, would recommend..."
18727906,43132419,5,Highly impressed with service from Rex ! . Would recommend everyone to look for him. Can ensure you of great service from him. Ambience is a...
18224672,43195217,5,Oh sujal again an again you making our day I'm extremely happy with the your service and familiar nature keep going as you are always a big ...
18224672,43176435,5,"Vimal has served us (7 people). Service is awesome. Food quality is also good, music is just awesome. Overalust visit place to have drink an..."
18224672,43176313,5,"Great service, attention to detail! Naveen is the go to person for top notch service! Wednesday nights are fairly lively with the live music..."
18224672,43175586,1,Horrible service and food was bad. Wouldn’t recommend this place to anyone at all. Service was extremely slow and it seemed like they were...
18224672,43161037,4,I’ve been a regular visitor to this place and this time the biriyani disappointed me. It was dry and no were tasted like what it used to b...
50691,43165066,1,Ordered a bonless chicken biryani from this joint yesterday. And coming back from the hospital just now. The biryani they gave was unhygieni...
50691,43104277,1,Please dont order Chicken Biryani here. It is really worst.They didnt give even one piece also in Chicken Biryani. And taste also not good. ...
50691,43069060,4,Oh my love for biryani took me to yet another outlet of meghana’s.  the place looks small from outside but it is spread for over 3 floors....
50691,43059407,4,Biryani lovers !!! Just visits this place. Paneer biryani is also mouth watering and like chicken Biryani. Visits any outlet you will get sa...
50691,43026948,1,This is highly overrated restaurant in bangalore. Food is just average. The one in jayanagar is little better when compared. Not recommendin...
18537585,43187507,4,"At the rooftop sitting, My mind keeps on wondering. Sun has set minutes ago, But everything seems so slow. As the wind touches my skin, One ..."
18537585,43175976,5,"A very happening place with an ambience to look forward to, the mouth watering food for which one would go back again. Must try dish is Chic..."
18537585,43156765,2,we ordered manchow soup and garlic chicken dry. He served chicken corn soup. Garlic chicken was very bland in taste. To make it spicy he jus...
18537585,43152954,4,"Nice bar, fast service, food taste was good but in less quantity, Price average. Bottle beer was not available the have only lagger option. ..."
18537585,43140571,4,"It was really nice, especially the staff. One guy called Bikash kept in check about our order status and comfort and other things which was ..."
54165,43196659,5,Amit kumar..very kind and very good service .starters are excellent😘😘. More desserts option. Bar also available. Must visit place. IIv...
54165,43196447,5,Amit kumar - serviced ya very well. Communication level was good. Took good care of us. The food was not overly exciting but was good. Overa...
54165,43196103,5,The experience at Deja Vu was fulfilling. The service here is excellent and the food is good. There are varieties to choose from starting fr...
54165,43195619,5,We had been to this place with my friends and the food was good. The starter spread is good especially the vegetarian ones. However the chic...
54165,43195290,4,"Well the starters here r pretty much decent. Apart from starters, the main course wasn't that great. The drinks are served here and also the..."
18903445,43185544,1,"I have always been a fan of this place which was earlier at indiranagar, a guy called Maruti was awesome at service, whenever I had been to ..."
18903445,43156700,5,Had a very nice time at this place. The service by Jitu was really good and very friendly. The ambiance are nice. The food is really good an...
18903445,43141572,5,Mr jethu served us vry well liked the serive here great food and taste loved the atmosphere here loved everything the food here is good qual...
18903445,43140411,1,We went to this place for a get-together party (18th May). The experience is just pathetic. We ordered few starters which we received. Then ...
18903445,43133158,5,Awesome night with mouth lickering food with some nice ambience..Just enjoyed being here. -# A must place to visit near Hsr.  Special mentio...
18807850,43197478,5,Place was nice and friendly and server named chanyakya is very friendly and do visit this place and service is good and good ambience...good
18807850,43189414,4,Loved this place. The ambience is so well planned and executed. We got a rooftop seating and it was very beautiful. Table booking is recomme...
18807850,43161250,5,"We were served by Ujjwal, he is the sweetest guy one could ask for. We had an amazing time here. I have become a regular here. It has the be..."
18807850,43158942,5,"Ambience is nice, we visit for second time,we served by Ujjwal who was nice with us and food is also good in taste .....we will visit next t..."
18807850,43152976,4,This is One of the new places which has been opened in Jp Nagar . This place is  trendy . The beer is really good . My friends and I had the...
18790994,43181906,5,I had today buuffet lunch with my friends.. I liked their thought that they wrote on their board that *love food no waste* and we got good f...
18790994,43181865,5,Had a lunch buffet with my friends... Got a good services and good food from the restaurant... 1stly we started with soups and starters..the...
18790994,43181842,5,Had a lunch buffet here... Super taste and service was good .. good staff behaviour.. buffet have two types of biryanis kebabs tandoori frie...
18790994,43181021,5,Great food at a great price! Love the fish plates as well as the salads. Chain restaurant that doesn't feel like a chain! Love this place! T...
18790994,43173212,5,"Ordered many times from this restaurant. I have tried pepper mutton biriyani, fish biriyani, chilli chicken biriyani, kalmi kanab.. All were..."
58882,43197449,4,"I personally feel this place is overrated. Food is good, beer is good, but not the best. We went there at 6 PM and stayed till 10 PM. Ambien..."
58882,43189690,5,"The best brunch buffet I had in Bengaluru to date! We were on a mission to feast that Sunday morning, and the microbrewery Byg Brewski was c..."
58882,43188668,5,Ambiance is very well and food is well server is very politely and friendly he recommends is irani seek Kabab Buddha is great server and he ...
58882,43176945,5,Amazing ambience and great service. Buddha was a really good host. Food was amazing and the vibe of the place is really great. Highly recomm...
58882,43175565,5,Raju is very friendly and a very good host. Made us feel like home. Had good beer and amazingfood. The nachos are the signature of them and ...
18628654,43186612,2,Ordered egg masala curry with rice along with paneer chilli and noodles. The rice was disappointing. Food was not hot. Not a very convincing...
18628654,43184848,5,"One of the best options for any fitness freak. I had ordered a combination of paneer chilli and vegetable noodles. Quantity and quality, bot..."
18628654,43132192,2,"Ordered Thai chicken green curry with rice, quantity wise the dish was sufficient but taste wise it felt like coriander and mint paste curry..."
18628654,43104669,5,Whatever is ordered it's as per the expectation . Never it's too oily and for a healthy diet it equates a good amount of taste that is barel...
18628654,43074630,1,"Worst experience ever..ordered my food at 1.20pm  till 3.30 they did time pass saying we are preparing your food ,later at 3:30 pm restauran..."
18605417,43188538,4,I heard about this place from my friends and visited to taste Mango Beer 🍻   Yes ! You heard it right MANGO BEER 🍺 I can’t express m...
18605417,43176661,5,"Ordered rounds of cuisines & drinks, funcky set up with good staffs. Location is apt which adds up to it's open area. Devil Chicken wings be..."
18605417,43176648,5,The service was quite fast despite we walking on a relatively busy night. The food is priced quite fairly and they have a range of brewed be...
18605417,43176625,3,"Nice place and ambience! Almost empty on weekdays. Situated in the main roads of Koramangla, easy acess, good parking. They give free shots ..."
18605417,43176564,5,Absolutely in love with the mango cider. It's a mood lifter and after all these visits it still features on the top of our lists. Has the ca...
60673,43192910,4,"Amazing place for Parsi food ,been here on a Saturday evening ambience is good along with the live music .It was little crowded but service ..."
60673,43181698,3,Went for a breakfast on a warm Sunday morning.   Had the tea with khari biscuit which was very refreshing.  The ambiance of the place was de...
60673,43167001,2,"I've had SBOW bookmarked for the longest time and when we finally visited on 19th May, Sunday, our visit was marred by bad service and medio..."
60673,43160764,5,Good place and a good vibe. Decent food. Lovely place. The kareoke night was lovely and super fun. Gopal was the best one at the bar. Totall...
60673,43156834,4,"I loved the vibe the restaurant has. Great collection of old Hindi songs were played which makes you feel relaxed. They have awesome pav , c..."
18642512,43198641,5,Must visit place if ur nearby rajajinagar the place serves very good food and staff is very polite Especially swapan hes a very friendly per...
18642512,43196626,5,"Swapan Amazing service, love the ambience good place to chill. Worth the price:) Hot garlic wings were great And butter garlic prawns were g..."
18642512,43196167,5,Swapan It has great ambience Food was great and the service by staff was on point. Great place to chill with friends Will visit again. Cheer...
18642512,43187704,2,Stories  I have been there on Wednesday night. We went after the rain the place was quiet wet and I thought it’s not to be good to visit i...
18642512,43187274,4,The place and ambience is amazing here... I liked everything.. food and taste everything was good.. Floor manager Raja was polite and helped...
53784,43176144,5,Came here in search of crunching my late night hunger. Greeted well and very courteous staff. Ordered Veg burnt garlic noodles and veg dumpl...
53784,43173885,3,Went on Valentine's day evening.  Ambience- They had done a romantic setup with nice music. You will feel relaxed to have dinner here.  Tast...
53784,43159287,5,"Food quality is great, true value for money. Ambience is also superb with polite music. Great place for family dinner. Sujoy attended us whi..."
53784,43157813,5,"The dimsums are amazing! This place is a must visit for dimsum lovers. Ordered 8 treasure soup, prawn dimsums, cantonese rice noodles & chic..."
